id,jp,en,trans
lobby_index_pop_26,クエスト[%s]の有効期限が切れました,%s is no longer available.,
lobby_index_pop_27,クエストを開始できません,Quest,
lobby_index_pop_28,退室したプレイヤーをサポーターに<br>設定しているメンバーがいるため<br>クエストを開始できません。,One of the players who left the room was<br>loaning a summon to another member.<br>You can't start the quest.,
lobby_index_pop_29,CAUTION!,Quest,
lobby_index_pop_3,Twitter投稿,Post to Twitter,
lobby_index_pop_30,挑戦条件を満たしていないため、<br>クエストを開始できません。<br><br>必要Rank: %s以上,You don't have the right rank to play this quest.<br><br>Required rank: %s,
lobby_index_pop_31,AP使用確認,AP,
lobby_index_pop_32,APが足りません,More AP Needed,
lobby_index_pop_33,解散確認,Room,
lobby_index_pop_34,ルームを解散しますか？,Close this room?,
lobby_index_pop_35,解散,Yes,
lobby_index_pop_36,解散完了,Room,
lobby_index_pop_37,ルームを解散しました。,You closed this room.,
lobby_index_pop_38,退室確認,Room,
lobby_index_pop_39,ルームから退室しますか？,Leave this room?,
lobby_index_pop_4,Twitter連携,Link Twitter Account,
lobby_index_pop_40,退室,Yes,
lobby_index_pop_41,退室完了,Room,
lobby_index_pop_42,ルームから退室しました。,You left this room.,
lobby_index_pop_43,ルームメンバー全員が<br>準備OKを宣言しているため、<br>%sできません。,You can't %s. All players are ready to start.,
lobby_index_pop_44,%sへの挑戦,%s,
lobby_index_pop_45,確認,Room,
lobby_index_pop_46,他のプレイヤーにより<br>すでにクエストが設定されています。,Another player has already chosen a quest.,
lobby_index_pop_47,自分が発見したマルチバトルが<br>進行中のため、クエストを設定できません。,Quest can't be selected because there is a raid battle<br>in progress that you started.,
lobby_index_pop_48,回数制限に達しているため<br>このクエストを開始することが出来ません。<br><br>回数制限は毎日AM5:00に<br>リセットされます。,You have already played this quest<br>as many times as you can. Try again<br>at 5 a.m. (JST).,
lobby_index_pop_49,クエストを開始できません,Quest,
lobby_index_pop_5,Twitterに投稿しました。,The tweet was posted to Twitter.,
lobby_index_pop_50,CAUTION!,Quest,
lobby_index_pop_51,チャット機能の有効化,Enable Chat,
lobby_index_pop_52,？？？,???,
lobby_index_pop_53,クエストを設定できません,Set a Quest,
lobby_index_pop_54,すでにクエストが設定されています。<br>このクエストを設定するためには、<br>設定済みのクエストを取り下げる<br>必要があります。,"A quest is already set. To select a new quest, first cancel the quest that is already selected.",
lobby_index_pop_55,残り%s回挑戦できます。,This quest can be played %s more time.,
lobby_index_pop_56,クエスト権変更,Quest Setter Permissions,
lobby_index_pop_57,ルームオーナーから<br>クエスト権を受け取りました。<br>任意のマルチバトルを<br>設定することができます。,The room leader has given you quest setter permissions.<br>You can select quests for this room.,
lobby_index_pop_58,%sにクエスト権が変更されました,%s now has quest setter permissions.,
lobby_index_pop_59,退室したプレイヤーを<br>サポーターに設定しているため<br>クエストを開始できません。,You can't start this quest.<br>A player is borrowing a summon from a player who is no longer in the room.,
lobby_index_pop_6,送信完了,Post to Twitter,
lobby_index_pop_60,承認待ち,Remove Player,
lobby_index_pop_61,クエスト確認,Quest,
lobby_index_pop_62,[グラブル]マルチバトル参加者募集！\nルームID：%s\n募集対象：%s\n%s\n%s\n連続クエスト設定：%s回連続\n%s,Join my Granblue Fantasy raid room!\nRoom ID: %s\nPlayer Type: %s\n%s\n%s\nRepeating Quest Settings: %s times\n%s,
lobby_index_pop_63,Error Code: %s<br>%s,Error Code: %s<br>%s,
lobby_index_pop_7,Twitterに投稿することでAP・BPが回復します。,Post to Twitter to recover AP and EP.,
lobby_index_pop_8,投稿によるAP・BPの回復は、1日1回までとなります。<br>回数制限は毎朝AM5:00にリセットされます。,You can post to Twitter to restore AP and EP<br>once daily from 5 a.m. (JST).,
lobby_index_pop_9,AP・BPはMAXですが投稿しますか？,Your AP and EP are full. Tweet anyway?,
lobby_index_pop_error_1,終了しているマルチバトルです。<br>ルームに戻ります。,This raid battle has already ended.<br>The Room screen will now appear.,
lobby_index_pop_error_2,マルチバトルの制限時間が切れています。<br>ルームに戻ります。,This raid battle has run out of time.<br>The Room screen will now appear.,
lobby_index_pop_error_3,バトルポイントが足りません。<br>ルームに戻ります。,You don't have enough EP.<br>The Room screen will now appear.,
lobby_index_pop_error_4,このバトルは参加可能人数上限に達しています。<br>ルームに戻ります。,This raid battle is already full.<br>The Room screen will now appear.,
lobby_index_pop_error_5,不明なエラーです。<br>ルームに戻ります。,An unknown issue has occurred.<br>The Room screen will now appear.,
lobby_index_pop_event_1,期間外イベント,Event Concluded,
lobby_index_pop_event_2,期間外のイベントのため選択できません。,This event has concluded.,
lobby_index_title_1,ルーム,Room,房间
lobby_member_title_1,メンバー,Players,
lobby_room_close_pop_1,ルーム解散承認中,Close Room,
lobby_room_close_pop_2,ルーム解散承認依頼,Close Request,
lobby_room_close_pop_3,ルーム解散承認結果,Close Room Check Results,
lobby_room_close_pop_4,ルーム解散は却下されました。,The room won't be closed.,
logout_error_01,エラー,Error,
logout_error_02,かんたん会員の方はログアウトできません。,Error,
menu_pop_1,共闘,Co-op,共斗
menu_pop_2,移動先選択,Select Destination,
multi_ability_confirm,同一のアビリティを参戦者が使用したため<br>効果が重複する可能性があります。<br>このままアビリティを使用しますか？,Another player used the same skill.<br>Do you still want to use this skill? (Skill effect may overlap.),
new_pose_1,新規POSE追加,New Pose Unlocked,
notice_sidestory_campaign_1,サイドストーリーキャンペーン開催！<br>サイドストーリーを遊んで<br>仲間キャラとSSレア武器をGET！,Side Story Campaign!<br>Play the side stories to recruit characters<br>and get SSR weapons!,
notice_sidestory_unlock_title,キャンペーンについて,Side Story Campaign,
open_fate_1,エピソード解放,Episode Unlocked,
party_1,編成,Party,编成
party_10,ジョブ一覧に戻る,Classes,
party_101,メイン武器に『%s』を<br>装備しているため、<br>スキン変更はできません。,Outfit can't be changed while %s<br>is equipped as your main weapon.,
party_102,JP,CP,
party_106,セットできるEXアビリティは<br>2つまでです。,You can only set up to 2 subskills,
party_107,セットできるリミットアビリティは<br>2つまでです。,You can only set up to 2 subskills,
party_108,ジョブチェンジに戻る,Switch Class,
party_109,セット不可,Subskill,
party_11,EXアビリティ解除,Remove Subskill,
party_110,セットできるEXアビリティは<br>2つまでです,You can only set up to 2 subskills,
party_111,セットできるリミットアビリティは<br>2つまでです,You can only set up to 2 subskills,
party_112,設定されているアビリティがありません,There are no matching skills.,
party_113,戦,PWR,
party_114,攻,ATK,
party_115,Lv,Lvl,
party_116,H,HP,
party_117,Class,EM Lvl,
party_118,セットできるベースアビリティは<br>2つまでです,You can only set up to 2 base skills,
party_12,セット中のEXアビリティと同じ<br>アビリティが存在する為、<br>セット中のEXアビリティは解除されました。,The subskill has been removed<br>because it's already a skill<br>for this class.,
party_13,スキン変更解禁,Outfits,
party_14,%sのジョブスキンが<br>変更できるようになりました！<br><br>ジョブの見た目を変更できます。,You can now change into the %s outfit.<br><br>You can change your class outfit.,
party_15,スキン変更,Outfits,
party_16,%s1の見た目を<br><br><span class='txt-color-orange'>%s2</span><br><br>に変更しました。,You changed into the %s2 outfit.,
party_18,EXアビリティ,Subskill,
party_19,セット出来るEXアビリティがありません。,There are no matching subskills.,
party_2,武器一覧に戻る,Weapons,
party_20,ボーナス確認,Bonuses,
party_21,Limit Bonus解禁,Extended Mastery,
party_23,編成する,Select,
party_24,全タイプ,All Styles,
party_25,ジョブチェンジ,Switch Class,
party_26,ジョブ変更確認,Switch Class,
party_27,現在のジョブです。,Current Class,
party_28,アビリティ詳細,Skills,
party_29,EXアビリティ解除,Subskill,
party_3,キャンセル,Cancel,
party_30,このジョブでは設定できない<br>EXアビリティのため解除しました。,The subskill has been removed<br>it doesn't match this class.,
party_31,編成確認,Reequip,
party_32,編成で武器を確認しますか？,Reequip weapons to match this class?,
party_33,確認する,Yes,
party_34,ジョブ一覧,Unlocked Classes,
party_35,未取得ジョブ一覧,Locked Classes,
party_36,スキン変更,Change Outfit,
party_37,スキン変更確認,Change Outfit,
party_38,に変更します。," ",
party_39,%sの見た目を<br>,Your %s's outfit<br>will change to,
party_4,装備する,Select,
party_40,現在設定しているスキンです。<br><br>変更したいスキンを選んでください。,This is your current outfit.<br><br>Select the outfit you want to wear.,
party_42,マイページ,Home,
party_43,マイページで表示するPOSEを設定できます。,Select a Home screen pose,
party_44,リスト,Inventory,
party_45,リストで使用するPOSEを設定できます。,Select an Inventory pose,
party_46,編成・詳細,Party,
party_47,編成・詳細で使用する<br>POSEを設定できます。,Select a party pose,
party_48,バトル,Battle,
party_49,バトル中のキャラクターアイコンで使用する<br>POSEを設定できます。,Select a battle pose,
party_5,武器装備,Select a Weapon,
party_50,バトル中キャラクター,"Battle ",
party_51,バトル中のキャラクターアニメーションで使用するPOSEを設定できます。,Select a sprite pose,
party_52,選択したPOSEによって、バトルのアニメーションや一部エフェクトが変化します。一部特殊な演出のアビリティ使用時はPOSEが反映されない場合があります。,Battle animations and visual effects will change based on the sprite pose. The sprite pose might change briefly when certain skills with special animations are used.,
party_53,奥義,Charge Attack,
party_54,奥義のカットインで使用する<br>POSEを設定できます。,Select a charge attack pose,
party_55,チェインバースト,Chain Burst,
party_56,チェインバーストで使用する<br>POSEを設定できます。,Select a chain burst pose,
party_57,キャラ詳細に戻る,Character Stats,
party_58,設定しました。,Your changes have been saved.,
party_59,変更できませんでした。<br>マイページに移動します。,Your changes couldn't be made.<br>The Home screen will appear.,
party_6,ジョブ詳細,Classes,
party_60,スキン・POSE切り替え,Change Outfits and Poses,
party_61,スキン切り替え,Change Outfit,
party_62,スキンを選択してください,Select an outfit.,
party_63,なし,None,
party_64,EXアビリティ選択,Select a Subskill,
party_65,該当するアビリティがありません,There are no matching subskills.,
party_67,以下のアビリティを<br>EXアビリティにセットします。,This skill will be set<br>as your subskill.,
party_68,確認,Skills,
party_69,セット済みのアビリティ,Set Skills,
party_7,ジョブの取得,Get Class,
party_70,このアビリティは現在のジョブに<br>セットされています。,This skill is a part of<br>your current class.,
party_71,EXアビリティを解除しますか？,Remove subskill?,
party_72,EXアビリティ解除,Remove Subskill,
party_73,解除する,Remove,
party_74,習得可能ステータス一覧,Class Stats,
party_75,おまかせ編成しました。,You used auto select to form a party!,
party_76,おまかせ編成,Auto Select,
party_77,武器を一括装備しました。,Weapons have been auto selected.,
party_78,武器装備,Auto Select,
party_79,召喚石を一括装備しました。,Summons have been auto selected,
party_8,ジョブの取得条件,Requirements,
party_80,召喚石装備,Select a Summon,
party_81,%s<br>を装備しました。,%s was equipped,
party_82,武器装備,Select a Weapon,
party_83,%s<br>をパーティに加えました。,%s was added to your party,
party_84,キャラ入れ替え,Switch Out,
party_85,武器装備,Select a Weapon,
party_86,召喚石装備,Select a Summon,
party_87,発動中のスキル,Weapon Skills,
party_88,おまかせ編成確認,Auto Select,
party_89,武器おまかせ装備確認,Auto Select,
party_9,編成TOPに戻る,Party,
party_90,召喚石おまかせ装備確認,Auto Select,
party_91,ヒント,Help,
party_92,パーティ解散,Disband Party,
party_93,パーティを解散します。<br>本当によろしいですか？<br>（メイン召喚石を除く全てが外れます）,You are about to disband your party.<br>Everything will be removed<br>except for your main summon.,
party_94,ボーナス確認,Bonuses,
party_95,%sに\nジョブチェンジした!!,Your class is now\n %s!,
party_96,バレット確認,Bullets,
party_97,登録先編成セット選択,Save Party,
party_98,%sの編成内容を<br>セット%sに登録しました。,%s was saved<br>in slot %s,
party_99,セット上限に達しているため、<br>編成を登録できませんでした。,There aren't enough slots to save this party.,
party_asset_1,登録編成名を変更,Set Name,
party_asset_10,保管所について,About Temporary Slots,
party_asset_11,スキル詳細,Skill Details,
party_asset_2,何も入力されていません。,You haven't typed anything.,
party_asset_3,登録編成の名前を<br>%s<br>に変更しました。,This party's name is now<br>%s.,
party_asset_4,編成登録,Save Party,
party_asset_5,登録先編成セット選択,Save Party,
party_asset_6,バレット確認,Load Bullet,
party_asset_7,%sの編成内容を<br>セット%sに登録しました。,Party %s was saved in<br>slot %s,
party_asset_8,セット上限に達しているため、<br>編成を登録できませんでした。,There aren't enough slots to save this party.,
party_asset_9,セットを所持していません,Save Party,
party_assumed_damage_1,予測ダメージ,Estimated DMG,
party_pop_get_limited_1,ジョブ取得,Unlock Class,
party_set_pose_1,スキン・POSE切り替え設定,Outfit and Pose Settings,
party_set_pose_2,リスト,Inventory,
party_set_pose_3,リストで使用するPOSEを設定できます。,Select an Inventory pose,
party_set_pose_4,編成,Party,编成
party_set_pose_5,編成で使用するPOSEを設定できます。,Select a Party pose,
party_set_pose_6,キャラクター詳細,Character Details,
party_set_pose_7,キャラクター詳細で使用するPOSEを設定できます。,Select a Character Details pose,
party_set_pose_8,選択したPOSEによって、バトル中のボイスが変化する場合があります。「バトル中キャラクター」の設定によっては奥義などの演出とボイスが一致しない場合があります。,"The character's battle voice might change based on the battle pose. Other battle voices for this character, such as charge attack calls, might not match the battle pose if certain sprite poses have been set.",
party_set_pose_9,選択したPOSEによって、バトルリザルト画面でのリミットボーナスクラス上昇時の演出が連動して変化します。,The Extended Mastery animation for level increase that displays on the Battle Results screen will change based on the pose.,
pop_can_not_multi_battle_1,%s1をクリアすることで<br>%s2が仲間に加わります。<br>クエストを進行しますか？,Clear Chapter %s1<br>and %s2 will join your party.<br>Play this quest?,
pop_common_auto_setting_1,自動売却・騎空艇の自動強化設定,Auto-Sell and Auto-Upgrade Settings,
pop_common_auto_setting_2,条件設定,Settings,
pop_common_auto_setting_3,設定条件,Auto-Upgrade Settings,
pop_common_auto_setting_4,騎空団の強化はメインクエスト第4章クリア後から<br>「騎空団」に入団することで設定が可能です。,Auto-upgrade can only be used when you are in a crew. You can start or join a crew after clearing chapter 4 of the main quest.,
pop_custom_auto_setting_1,騎空艇の自動強化,Airship Upgraded,
pop_disabled_item,特別な上限解放,Can't Uncap,
pop_guild_info_1,騎空団情報,Crew Details,
pop_polling_error_1,設定,Applying Settings,
pop_polling_error_2,通信の処理中です。,Your changes are still being applied,
pop_setting_chromeapp,パソコンからのご利用について,Play on a Computer,
pop_setting_public_1,騎空団公開設定,Crew Privacy Settings,
pop_setting_teamraid_1,古戦場設定,U&F Settings,
pop_setting_twitter_1,Twitter連携,Link Twitter Account,
pop_setting_twitter_2,認証完了,Link Twitter Account,
pop_setting_twitter_3,Twitterとの連携を認証しました。,Your Granblue Fantasy account and Twitter account are now linked.,
pop_skill_boost_1,スキルブースト,Survival Boost,
pop_startatonce_no_ap_1,AP消費のないクエストを開始します。<br>特別な編成で挑むクエストのため<br>サポーター召喚石の選択はありません。,No AP is required for this quest.<br>Support summons aren't available here.,
pop_treasure_title,トレジャー,Treasure,
present_1,プレゼントリスト,Crate,礼物
present_10,プレゼントの受取期限が過ぎています。,This item has expired.,
present_11,以下のプレゼントを<br>まとめて受け取りました,You picked up<br>these items.,
present_12,召喚,Call,
present_13,召喚石,Summons,召唤石
present_14,キャラ,Characters,角色
present_15,引換券,Draw Tickets,
present_16,ベッティングカード,Betting Cards,
present_17,スキン,Outfit,皮肤
present_18,強化,Upgrade,强化
present_19,編成,Party,编成
present_2,%s個,%s,
present_20,リスト,Inventory,
present_21,アイテム,Items,道具
present_22,ガチャ,Draw,
present_23,碧空の結晶,Blue Sky Crystal,
present_24,ショップ,Shop,商店
present_25,ブックメーカー,Bookmaker,
present_26,うねる影塊,Meandering Shadow,
present_27,イベントTOP,Event Home,
present_28,ショップ,Shop,商店
present_29,ラッキーガチャ,Lucky Draw,
present_3,現在の所持武器数,Current Weapons Held,
present_30,上限解放,Level Cap,
present_31,交換する,Trade,
present_32,カジノ,Casino,赌场
present_33,フレンド,Friends,
present_34,プロフィール,Profile,
present_35,イベントトップ,Event Home,
present_36,プレゼント詳細,Item Details,
present_37,ステラストーン,Stellar Stones,
present_38,キャンペーン,,
present_39,,Unload,
present_4,現在の所持召喚石数,Current Summons Held,
present_40,,No matching loot.,
present_41,設定,Unload Loot,
present_42,,You are about to sell <span class='txt-orange'>SR items</span>.<br><br>Proceed?,
present_43,武器,Weapons,武器
present_44,売却完了,Sell,
present_45,%sを売却,Sell %s,
present_46,%sを倉庫に移動,Stash %s,
present_47,売却,Sell,
present_48,移動,Move,
present_49,倉庫に移動,Move to Stash,
present_5,現在のキャラ数,Current Characters Held,
present_51,グラブルコイン,Granblue Coins,
present_52,モバコイン,MobaCoin,
present_53,ショップへ,Shop,
present_54,移動先倉庫選択,Move to Stash,
present_55,選択した倉庫内がいっぱいのため、<br>移動できません。,The stash you selected is full.<br>Select another one.,
present_56,移動完了,Stash,
present_57,武器,weapons,武器
present_58,召喚石,summons,召唤石
present_59,スタンプ,Stickers,
present_6,%s人,%s,
present_60,リンクス交換チケット,Links Pick Ticket,
present_7,所持数オーバー,Too many items,
present_8,プレゼント受取,Item Pickup,
present_9,プレゼント受取不可,Item Pickup,
present_arcarum_1,アーカルムの転世,Arcarum,
present_coin_1,,GREE Coin,
present_do_1,ディフェンドオーダーTOP,Defense Order,
present_do_2,防衛勲功交換,Trade Shields,
present_new_filter_1,特殊,Filtered,
profile_1,挨拶,Message Board,留言板
profile_10,プレイヤー名変更,Player Name Change,
profile_100,Twitterに投稿することでAP・BPが回復します。,Post to Twitter to recover AP and EP.,
profile_101,投稿によるAP・BPの回復は、1日1回までとなります。<br>回数制限は毎朝AM5:00にリセットされます。,You can post to Twitter to restore AP and EP<br>once daily from 5 a.m. (JST).,
profile_102,<br>AP・BPはMAXですが投稿しますか？,<br>Your AP and EP are full. Tweet anyway?,
profile_103,Twitter投稿,Post to Twitter,
profile_104,Twitterに投稿しました。,The tweet was posted to Twitter.,
profile_105,Twitter投稿により<br>AP・BPが回復しました。,Your AP and EP have recovered.,
profile_106,送信完了,Post to Twitter,
profile_107,宝晶原石を使う,Use origin crystals,
profile_108,正しく数を入力してください。,Enter the correct number.,
profile_109,1以上の数を入力してください。,Enter a number higher than 0.,
profile_11,プレイヤー名を変更しました,You changed your name.,
profile_110,所持数より多く入力されています。,You entered a number higher than the number of crystals you have.,
profile_111,確認,Skills,
profile_112,入団待ち,Applicants,
profile_113,入団を本当に拒否しますか？,Dismiss this scout request?,
profile_114,入団申請,Apply,
profile_115,入団申請依頼を拒否しました。,Dismissed this player's application to your crew.,
profile_116,輝き詳細情報,Pendant Details,
profile_117,挨拶,Message Board,留言板
profile_118,宝晶原石を %s 個使用します。<br><span class='txt-notice'>宝晶原石を使用すると<br>相手プレイヤーに宝晶石が生まれます。</span><br>よろしいですか？,You are about to use %s origin crystal to give another player crystals. Proceed?,
profile_119,戦,PWR,
profile_12,誕生日設定,Date of Birth,
profile_120,攻,ATK,
profile_121,Lv,Lvl,
profile_122,H,HP,
profile_123,Error Code: %s<br>%s,Error Code: %s<br>%s,
profile_124,性別設定,Gender,
profile_18,固定召喚石選択,Support Summon,
profile_19,回想,Events,
profile_2,削除確認,Message Board,
profile_26,召喚石設定,Support Summon,
profile_27,プロフィール,Profile,
profile_28,フリー固定召喚石,Misc. Support Summon,
profile_29,火属性固定召喚石,Fire Support Summon,
profile_3,削除完了,Message Board,
profile_30,水属性固定召喚石,Water Support Summon,
profile_31,土属性固定召喚石,Earth Support Summon,
profile_32,風属性固定召喚石,Wind Support Summon,
profile_33,光属性固定召喚石,Light Support Summon,
profile_34,闇属性固定召喚石,Dark Support Summon,
profile_35,%s<br>を設定しました。,<br>%s was selected.,
profile_36,<span class='txt-attr%s'></span>に設定されていた<br>サポーター召喚石の固定を解除しました。,<span class='txt-attr%s'></span> support summon was removed.,
profile_37,フリーに設定されていた<br>サポーター召喚石の固定を解除しました。,Misc. support summon was removed.,
profile_38,コメント編集,Edit Message,
profile_39,コメントが未入力です。,Type a message,
profile_4,削除しました。,Message was deleted.,
profile_40,コメントは30文字までです。,Messages can be up to 30 characters.,
profile_41,禁止ワードが含まれています。,This message is invalid.,
profile_42,武器,Weapons,武器
profile_43,装備中のメイン武器がありません。,You don't have a main weapon equipped.,
profile_44,コメントを入力してください。,Type a message.,
profile_45,30文字以内で入力してください。,Messages can be up to 30 characters.,
profile_46,送信完了,Message,
profile_47,挨拶を送りました。,Message was sent.,
profile_48,禁止ワードが含まれています。,This message is invalid.,
profile_49,挨拶,Message Board,留言板
profile_5,削除失敗,Message Board,
profile_50,挨拶(スタンプ),Stickers,留言（表情）
profile_51,スタンプを送りました。,Sticker was sent.,
profile_52,申請中,Pending,
profile_53,%s<br><br>このプレイヤーへの申請を取り消しますか？,%s<br><br>Cancel this friend request?,
profile_54,申請を取り消しました。,The friend request was cancelled.,
profile_55,申請の取り消しに失敗しました。,Request couldn't be cancelled.,
profile_56,フレンド申請,Friend Request,
profile_57,申請取り消し,Cancel Request,
profile_58,%s さんからの、<br>フレンド申請を本当に却下しますか？,Decline friend request from %s?,
profile_59,フレンド申請を却下しました。,Friend request declined.,
profile_6,削除できませんでした。,Message can't be deleted.,
profile_60,フレンド申請の却下に失敗しました。,Friend request couldn't be declined.,
profile_61,未承認,Pending,
profile_62,%s さんには<br><br>これ以上フレンド登録できません！,%s<br><br> can't be added. Your friend list is full.,
profile_63,フレンド解除,Unfriend,
profile_64,登録完了,Friends,
profile_65,%s さんを<br><br>フレンド登録しました！,You added %s<br><br>as a friend.,
profile_66,本当にフレンドを解除しますか？,This player will be unfriended.,
profile_67,フレンドを解除しました。,Player was unfriended.,
profile_68,フレンドの解除に失敗しました。,Player couldn't be unfriended.,
profile_69,団員スカウト,Scout,
profile_7,称号・名前変更,Trophies and Name Change,
profile_70,%sさんをスカウトしました。,You scouted %s.,
profile_71,スカウト取り下げ,Cancel,
profile_72,このプレイヤーは、<br>第4章 をクリアしていないため、<br>スカウトできません。,This player can't be<br>scouted because they<br>haven't cleared chapter four yet.,
profile_73,団員人数が上限に達しているため、<br>スカウトできませんでした。<br><br>団員を解雇するか、<br>スカウトを取り下げてください。,This player can't be scouted because<br>your crew is full. Either remove a crew<br>member or cancel scouting.,
profile_74,人数上限です,Scout,
profile_75,現在の役職が変更されたため、<br>スカウトできませんでした<br><br>騎空団TOPへ戻ります。,You can't scout because your position<br>in the crew has changed.<br>The Crew screen will now appear.,
profile_76,スカウトできません,Scout,
profile_77,既にスカウト済みです。,has already been scouted.,
profile_78,現在他の騎空団からスカウトされているためスカウトできません。<br><br>時間を置いてもう一度スカウトしてください。,has already tried to scout this player. Try again later.,
profile_79,既に入団待ち状態です。,has already been scouted.,
profile_8,何も入力されていません。,You haven't typed anything.,
profile_80,現在他の騎空団の入団待ち状態です。,has already been sent a scout request.,
profile_81,既に同じ騎空団に所属しています。,is already in your crew.,
profile_82,同じ騎空団に入団申請を出しています。,is already in your crew.,
profile_83,スカウトできません。<br><br>時間を置いてもう一度スカウトしてください。,Unable to scout.<br><br>Please try again at a later time.,
profile_84,コメントを入力してください。,Type a message.,
profile_85,団員スカウト,Scout,
profile_86,このメッセージを送り、スカウトしますか？,Send this player a message to scout them?,
profile_87,スカウト,Scout,
profile_88,このプレイヤーへのスカウトを取り下げますか？,Cancel scouting this player?,
profile_89,騎空団にスカウト,Scout,
profile_9,新しい名前が変更前の名前と同じです。,This is the same as your previous name.,
profile_90,削除確認,Message Board,
profile_91,削除完了,Message Board,
profile_92,削除しました。,Message was deleted.,
profile_93,削除失敗,Message Board,
profile_94,削除できませんでした。,Message can't be deleted.,
profile_95,パソコンからのご利用について,Play on a Computer,
profile_96,Twitter連携,Link Twitter Account,
profile_97,認証完了,Link Twitter Account,
profile_98,Twitterとの連携を認証しました。,Your Granblue Fantasy account and Twitter account are now linked.,
profile_99,%sさんに<br>申請しました。,You sent a friend request to<br>%s.,
profile_pushed_1,コメントは45文字までです。,Messages can be up to 45 characters.,
profile_skycompass_1,グラパスと連携する,グラパスと連携する,
quest_1,マルチバトル一覧,Raids,副本列表
quest_10,クエスト開始条件,Quest,
quest_100,回数制限に達しているため<br>このクエストを開始することが出来ません。,You have already played this quest as many times as you can.,
quest_101,回数制限に達しているため<br>このクエストを開始することが出来ません。<br><br>回数制限は毎日AM5:00に<br>リセットされます。,You have already played this quest<br>as many times as you can. Try again<br>at 5 a.m. (JST).,
quest_102,このクエストを開始するには<br>%sルピが必要です。,"To start this quest, you<br> need %s more rupies.",
quest_103,"所持ルピ ","Held: ",
quest_104,このクエストはあと%s回挑戦できます。,This quest can be played %s more time.,
quest_105,クエスト再開,Resume Quests,
quest_106,離脱する,Retreat,
quest_107,撤退確認,Retreat,
quest_108,離脱確認,Retreat,
quest_109,進行中のクエストから撤退しました。,You retreated from the quest.,
quest_11,サポーター選択,Select a Summon,支援选择
quest_110,クエスト離脱,Retreat,放弃任务
quest_111,進行中のクエストから離脱しました。,You retreated from the quest.,
quest_112,終了しているマルチバトルです。<br>マイページに戻ります。,This raid battle has already ended. The Home screen will now appear.,
quest_113,マルチバトルの制限時間が切れています。<br>マイページに戻ります。,This raid battle has run out of time.<br>The Home screen will now appear.,
quest_114,バトルポイントが足りません。<br>マイページに戻ります。,You don't have enough EP.<br>The Home screen will now appear.,
quest_115,このバトルは参加可能人数上限に達しています。<br>マイページに戻ります。,This raid battle is already full.<br>The Home screen will now appear.,
quest_116,TGS限定イベントに<br>チェックインしていないため<br>参加できません。,"This event is only playable at the Tokyo Game Show.<br>You haven't checked in, so you can't play.",
quest_117,不明なエラーです。<br>マイページに戻ります。,An unknown issue has occurred.<br>The Home screen will now appear.,
quest_118,編成,Party,编成
quest_119,必要なRankに達していないため<br>参戦出来ません。,You can't play this battle. Your rank isn't high enough.,等级不足<br>无法加入战斗。
quest_12,&lt;禁止条件&gt;,&lt;Quest&gt;,
quest_120,未確認バトル,Pending Battles,
quest_121,バトル履歴,Battle Log,
quest_124,剣,,
quest_125,短剣,,
quest_126,槍,,
quest_127,斧,,
quest_128,杖,,
quest_129,銃,,
quest_13,以下の属性キャラがパーティに<br>編成されているため、このクエストを<br>開始することが出来ません。,The following elements can't<br>be used on this quest. Edit<br>your party and try again.,这个任务不能使用以下属性的角色。请编辑队伍后再试。
quest_130,格闘,,
quest_131,弓,,
quest_132,楽器,,
quest_133,刀,,
quest_134,セットを所持していません,Save Party,
quest_135,CAUTION!,Quest,
quest_136,1度参戦したのでこれ以上は<br>参戦することができません。,,
quest_137,以下の条件を満たしていないため、<br>このクエストを開始することができません。,This quest can be played %s more times.,
quest_138,BP,EP,
quest_139,このクエストを開始するには<br>%sルピが必要です。,"To start this quest, you<br> need %s more rupie.",要开始这个任务，你还需要 %s 卢比。
quest_14,%s属性キャラ<br>,%sParty,
quest_140,このクエストはあと%s回挑戦できます。,This quest can be played %s more times.,这个任务还能挑战 %s 次。
quest_141,敵の弱点属性について,Elemental Damage,
quest_142,クエスト撤退,Retreat,
quest_143,開始条件を満たしていないため<br>このクエストを開始することが出来ません。,First satisfy the requirements to start this quest.,
quest_15,以下のキャラがパーティに<br>編成されているため、このクエストを<br>開始することが出来ません。,The following characters can't<br>be used on this quest. Edit<br>your party and try again.,
quest_16,以下の指定属性以外のキャラが<br>編成されているため、このクエストを<br>開始することが出来ません。,Only the following elements<br>can be used on this quest.<br>Edit your party and try again.,
quest_17,選択中のパーティにGuestキャラが編成されているため、このクエストを開始することができません。<br><br>進行中のクエストをクリアまたは撤退することで、開始できるようになります。,You play can't this battle. There is a guest character in your party. First clear this quest or retreat.,
quest_18,以下のキャラがパーティに<br>編成されていないため、このクエストを<br>開始することが出来ません。,The following characters need<br>to be used on this quest. Edit<br>your party and try again.,
quest_19,以下の指定レアリティの条件を<br>満たしていないため、このクエストを<br>開始することが出来ません。,The following rarity requirements<br>aren't being met. Edit<br>your party and try again.,
quest_2,古戦場の魔物のお出ましだぁ！<br>騎空団の仲間と協力して倒そうぜぇ！,It's the Unite and Fight monsters!<br>Work with your crew to destroy them!,
quest_20,以下の指定種族の条件を<br>満たしていないため、このクエストを<br>開始することが出来ません。,You can't play this quest. You must include the following character types:,
quest_21,※初回クリア時まで<br>,(Until it's cleared once.),
