text,trans
最大攻撃力:低い順,最大攻击力：从低到高
最大攻撃力:高い順,最大攻击力：从高到低
最近入手,最近获得
最近入手した順,最近获得
期間外のイベントのため選択できません。,活动已结束，无法选择。
期間外イベント,活动已结束。
未取得ジョブ一覧,未获得职业一览
未完了のディールまたは<br>ディール対象バトルが5件あるため<br>このバトルを開始することができません。,您还有未结束的蓝箱分配，或您还有5场掉落蓝箱的战斗未结束，无法开始当前战斗。
未完了のディールまたは<br>ディール対象バトルが5件あるため<br>このバトルを開始することが出来ません。,您还有未结束的蓝箱分配，或您还有5场掉落蓝箱的战斗未结束，无法开始当前战斗。
未承認,未确认
未確定のディールがあります,您有未确认的蓝箱
未確認のイベント共闘バトルがあります。,有未确认结果的活动共斗任务。
未確認のディールがあります,您有未确认的蓝箱
未確認のバトルはありません。,无未确认结果的战斗。
未確認の共闘バトルがあります。,有未确认结果的共斗任务。
未確認バトル,未确认战斗
未確認バトルが%s件以上あるため、<br>クエストの開始・マルチバトルへの<br>参加ができません。<br><br>未確認バトルを確認して下さい。,您有%s场战斗尚未确认结果，无法开始新任务·多人战斗。
未確認バトルがあります。,有未确认结果的战斗。
未解放のクエストだったため<br>クリア報酬とイベントボーナスは<br>得られませんでした。,该任务未解放。您未获得通关奖励与活动加成。
未選択,未选择
本当にフレンドを解除しますか？,确认删除该好友？
本当にリセットしますか？,确认重置卡池吗？
本日の交換%s1数制限　残り%s2%s3,今日的兑换%s1限制 还剩%s2%s3
本日の交換個数制限　残り%s,今日的兑换个数限制 还剩%s
本日の交換個数制限　残り%s個,今日的兑换个数限制 还剩%s个
条件にあうプレゼントが<br>ありませんでした,没有符合条件的礼物
条件にあう召喚石が<br>ありませんでした,没有符合条件的召唤石
条件にあう武器が<br>ありませんでした,没有符合条件的武器
条件設定,条件设置
格闘,格斗
楽しくプレイ,随便玩玩
楽器,乐器
槍,枪
模様替え,变更背景
次のステージに進みますか？,是否前往下一关？
次のバトルへ,前往下一场战斗
次のページへは移動できません,无法前往下一页
次の曲の演奏ができるのは,以下期限后才能重新设置骑空团背景音乐
次の条件を満たすことで<br>フェイトエピソードが解放されます。<br><br><span class='txt-condition'>「%s」クリア</span>,该人物剧情解放条件：<br><br><span class='txt-condition'>「%s」完成</span>
次回予告！,下集预告
正しく数を入力してください。,请输入正确数值。
正解,回答正确
武勲・栄誉の輝き交換,武勋·荣誉的辉光交换
武器,武器
武器、召喚石の各素材と育成アイテムは<br>同時に選択することはできません。,武器、召唤石素材与经验道具无法同时使用。
武器おまかせ装備確認,武器自动装备确认
武器で強化する,使用武器强化
武器のさらなる強化をするために、<br>シェロちゃんの設備拡充に<br>ご協力ください～！,为进一步强化武器，请帮助榭洛扩充设备~！
武器の属性:火/水〜,武器属性:火/水〜
武器の属性:闇/光〜,武器属性:暗/光〜
武器の最大HP:低い順,武器最大HP：从低到高
武器の最大HP:高い順,武器最大HP：从高到低
武器の最大攻撃力:低,武器最大攻击力：低
武器の最大攻撃力:低い順,武器最大攻击力：从低到高
武器の最大攻撃力:高,武器最大攻击力：高
武器の最大攻撃力:高い順,武器最大攻击力：从高到低
武器の種類:刀/楽器〜,武器种类:刀/乐器〜
武器の種類:剣/短剣〜,武器种类:剑/短剑〜
武器を一括装備しました。,武器自动装备完毕。
武器スキルLv:低い順,武器技能LV：从低到高
武器スキルLv:高い順,武器技能LV：从高到低
武器スキル習得,武器技能习得
武器スキル覚醒,武器技能觉醒
武器スキン,武器皮肤
武器スキン設定,设置武器皮肤
武器リストの所持数が最大に達しているため、武器の製作ができません。所持数に空きを作ることで製作できるようになります。,武器数量已满，无法获得新武器。请整理后重试。
武器一覧に戻る,返回武器一览
武器上限解放,武器上限解放
武器上限解放TOPに戻る,返回武器上限解放首页
武器強化,武器强化
武器強化TOPに戻る,返回武器强化TOP
武器強化に戻る,返回武器强化
武器攻撃力,武器攻击力
武器移動,转移武器
武器種,武器种类
武器種順:Ａ,武器顺序：A
武器種順:Ｂ,武器顺序：B
武器紹介,武器介绍
武器装備,武器装备
武器製作に戻る,返回武器制作
武器詳細,武器详情
武器選択,武器选择
残り %s分,剩余 %s分
残り %s分%s秒,剩余 %s分%s秒
残り %s秒,剩余 %s秒
残り%s,还剩%s
残り%s1%s2,还剩%s1%s2
残り%s個,%s个
残り%s回挑戦できます。,还能进行%s次。
水属性固定召喚石,水属性支援召唤石
注意事項,注意事项
注意事項・詳細,注意事项·详情
消費なし,无消耗
準備OK,准备OK
準備OKを宣言しました。,准备OK。
準備OKを宣言しました。<br>クエストの開始を待ちましょう。,准备OK。请等待任务开始。
準備が整ったら準備OKを宣言しましょう。,若准备完毕，请按准备OK键。
準備を取り下げました。,已取消当前任务。
準備取り下げ,取消准备。
準備完了です～<br>張り切っていきましょ～！,准备好了~加油吧~！
火/水/土/風/光/闇,火/水/土/风/光/暗
火属性固定召喚石,火属性支援召唤石
無垢なる魂の回帰,无垢之魂的回归
無垢なる魂の回帰に戻る,返回无垢之魂的回归
無料で10連ガチャが引けます！,可进行免费十连抽卡！
無料ガチャが引けます。,可以进行免费抽卡。
熟練度,熟练度
特別な上限解放,使用失败
特殊武器,特殊武器
獲得したアイテムやルピの所持数が上限に達している場合、<br>自動で期限ありプレゼントに送られます。,当您所持的道具或卢比数量已达上限，<br>战利品将自动发送至限时礼物列表。
獲得アイテム,获得道具
獲得アイテムを清算してクエストを終了します。,清算获得的道具并结束任务。
獲得キャラクター,获得人物
獲得ポイント,获得点数
獲得制圧力,获得制压力
獲得経験値,获得经验值
現在のキャラ数,当前人物总数
現在のジョブです。,您现在的职业
現在のパーティ編成を変更しますか？,是否修改当前队伍？
現在の役職が変更されたため、<br>スカウトできませんでした<br><br>騎空団TOPへ戻ります。,您的职位发生改变，无法发送邀请。返回骑空团首页。
現在の所持召喚石数,当前召唤石总数
現在の所持武器数,当前武器总数
現在他の騎空団からスカウトされているためスカウトできません。<br><br>時間を置いてもう一度スカウトしてください。,该玩家已被其他骑空团邀请。<br><br>请稍后再试。
現在他の騎空団からスカウトされているためスカウトできません。<br><br>時間を置いてもう一度スカウトしてください。<br>,该玩家已被其他骑空团邀请。<br><br>请稍后再试。
現在他の騎空団の入団待ち状態です。,该玩家已被其他骑空团邀请。
現在設定しているスキンです。<br><br>変更したいスキンを選んでください。,这是当前的皮肤。<br><br>请选择您想要显示的皮肤。
用語集,用语集
申請の取り消しに失敗しました。,取消好友申请失败
申請は取り消されました。,好友申请已取消。
申請を取り消しました。,好友申请已取消
申請中,申请中
申請中の騎空団TOPに戻る,返回申请中的骑空团主页
申請中の騎空団id,申请中的骑空艇id
申請人数 %s人,申请人数 %s人
申請取り消し,取消申请
男性キャラからメッセージを受け取るには、<br>性別を女性にする必要があります。,只有性别设置为女性时<br>才能与男性角色进行对话
発動中のよろず屋サポート,发动中的万事屋支援效果
発動中のサポート,发动中的支援效果
発動中のスキル,武器技能
発動中のフィールド効果,发动中的场地效果。
発動中の騎空団サポート,发动中的骑空团支援效果
発動確認,发动确认
登録先編成セット選択,选择预设
登録完了,已添加好友
登録編成の名前を<br>%s<br>に変更しました。,预设队伍名称变更为<br>%s
登録編成名を変更,变更预设队伍名称
短剣,短剑
碧空の結晶,碧空的结晶
確認,确认
確認する,确定
確認できるバトルはありません。,您有未确认结果的战斗。
確認条件,确认条件
禁止ワードが含まれています。,含有敏感词汇。
秒,秒
称号を設定しました。,已设置该称号。
称号・名前変更,变更称号·昵称
称号報酬,称号奖励
称号報酬が獲得出来ます。,有未领取的称号奖励。
称号獲得,获得称号
称号確認,称号确认
称号設定,称号设置
称号設定完了,称号设置成功
移動,转移
移動させる,转移
移動する%sがありませんでした,无符合条件的%s可转移
移動不可,无法移动
移動先倉庫選択,选择目标仓库
移動先選択,选择目的地
移動完了,转移成功
種類:刀/楽器〜,种类：刀/乐器〜
種類:剣/短剣〜,种类：剑/短剑〜
積極的にイベントに参加,古战场警察
空域図,空域图
空域間の移動,选择空域
第2章「操舵士の決意」をクリアすることで<br />ラカムが仲間に加わります。<br />クエストを進行しますか？,完成第2章「操舵士の決意」章节后，拉卡姆将成为新伙伴。<br>是否进行此任务？
第2章クリアでラカムが仲間に！,通关第2章后，拉卡姆将加入队伍！
簡易探索,简易探索
素材がすでに上限解放されています。<br>また、これを素材にしても上限解放は一段階のみ行われます。<br><br>本当によろしいですか？,素材中含有高阶召唤石！以此为素材只能解放一个阶段。是否继续？
素材にできる召喚石がありません,无可供上限解放的素材
素材にできる武器がありません,无可供上限解放的武器
素材キャラを選択してください,请选择素材人物
素材召喚石を選択してください,请选择素材召唤石
素材武器を選択してください,请选择素材武器
素材確認,素材确认
素材詳細,素材详情
紹介文の編集,编辑介绍文
終了してPP獲得,退出并获得PP
終了しているマルチバトルです。<br>マイページに戻ります。,该多人战斗已结束，返回主页。
終了しているマルチバトルです。<br>ルームに戻ります。,该多人战斗已结束，返回房间。
終了確認,确认结束游戏
絞り込んで表示する,筛选
絵柄入れ替え,表情替换
編成,队伍
編成TOPに戻る,返回队伍首页
編成する,选择
編成することができなくなりました,这个已经不能再装备更多了
編成で使用するPOSEを設定できます。,选择队伍显示的POSE。
編成で武器を確認しますか？,是否返回队伍选择主手武器？
編成へ,队伍
編成・詳細,队伍·详情
編成・詳細で使用する<br>POSEを設定できます。,选择队伍·详情页显示的POSE。
編成登録,保存预设
編成確認,选择武器
習得できるリミットアビリティはありません,无可习得的附加能力
習得可能ステータス一覧,查看可习得加成
育成アイテム,经验/上限解放道具
育成アイテム選択,选择上限解放道具
能力リセット,重置能力
能力強化,能力强化
能力強化を行っていません。<br>能力強化は、LBまたはジェムを<br>使用することで行うことができます。,未强化能力。您可以用LB或者晶石来强化能力。
能力強化一覧,能力强化一览
自分が発見したマルチバトルが<br>進行中のため、クエストを設定できません。,您有自发的多人战斗还在进行中，任务设置失败
自動売却・騎空艇の自動強化設定,自动出售·骑空艇自动强化设置
自動売却条件設定,自动出售设置
良い子には贈り物をあげんとな。,是你们这些好孩子应得的。
英雄武器に戻る,返回英雄武器
蒼光の輝石が足りません。,您的苍光辉石不足。
蒼光の輝石交換,苍光辉石兑换
表示・演出設定,显示·动画设置
装備,装备
装備する,装备
装備を外しました。,已卸下当前装备
装備中のメイン武器がありません。,您没有装备主手武器
装備品がプレゼントに送られました。,装备已送往您的礼物列表
装備品のことなら、そう！ビィさんに～<br>なんて……<br>うぷぷぷ,要给阿碧也买一套装备吗？开玩笑啦……呵呵呵
装備品の強化は、今日から頑張りましょう～<br>なんて……うぷぷぷ,从今天起努力强化装备吧~……呵呵呵
装備品の強化も、<br>よろず屋に、よろ～ず！<br>うぷぷぷ,装备强化也交给万事屋吧！呵呵呵
装備品獲得,获得新装备
装備品獲得の確認,确认获得新装备
装備外し,解除装备
装備外し確認,解除装备确认
製作,制作
製作完了,制作完成
製作後の武器詳細を見る,查看制作后的武器详情
製作確認,确认制作
解放される騎空団サポート,解放新的骑空团支援效果
解散,解散
解散完了,解散成功
解散確認,解散确认
解除する,解除
解雇,解雇
解雇する団員がいません。,没有可移除的团员。
計算中,计算中……
討伐章,讨伐张
設備拡充に戻る,返回设备扩充
設定,设置
設定されているアビリティがありません,未设置技能
設定したクエストを取り下げます。<br>よろしいですか？,是否取消当前设置的任务？
設定したクエストを変更します。<br>よろしいですか？,是否变更已选择的任务？
設定しました。,设置完毕
設定する,设置
設定なし,暂无设置
設定の変更,变更设置
設定を外す,解除设置
設定条件,设置条件
該当するアビリティがありません,无技能
該当する報酬がありません。,无奖励
該当の%sが存在しません。,不存在符合条件的%s。
該当騎空団がありません,找不到该成员
詳細,详情
認証を解除しました。,取消绑定
認証完了,认证成功
誕生日が未設定です。,未设置生日
誕生日設定,生日设置
読み込みエラー:e001\nお手数ですが、ページを再読み込みしてください。,读取失败：e001\n请刷新页面。
読み込み中,读取中……
誰でもOK,所有玩家
謎解きクエスト,解谜任务
謎解きトップへ,返回解谜首页
貢献度,贡献度
貴重な武器への交換、製作は<br>こちらでできちゃいます～,在这里能够兑换与制作贵重武器哦~
購入しました。,已购入。
購入できませんでした,购买失败
購入エラー,发生错误
購入完了,购买成功
購入確認,确认购买
贈り物受け取り,接受礼物
超得！！スタートダッシュガチャセットが<br />購入できます。,新手超得！！现在可以购买新手特别扭蛋券！
軌跡の雫,轨迹水滴
軌跡の雫 新着情報,轨迹水滴
軌跡の雫が足りません。,轨迹水滴不足
軌跡の雫ショップ,轨迹水滴商店
輝きはマルチバトルに参加すれば<br>手に入れることができますよ～,辉光可以通过参加多人战斗获得哦~
輝き詳細情報,辉光详情
追加された称号,新称号
退室,退出
退室したプレイヤーを<br>サポーターに設定しているため<br>クエストを開始できません。,房间内有成员选择了已退出玩家的支援召唤石，任务无法开始。
退室したプレイヤーをサポーターに<br>設定しているメンバーがいるため<br>クエストを開始できません。,房间内有成员选择了已退出玩家的支援召唤石，任务无法开始。
退室完了,已退出
退室確認,退出确认
送信完了,已发送
通信に問題が発生したため<br>クエスト結果画面を表示できませんでした。<br>経験値や報酬は正常に獲得しています。<br><br>お手数ですがマイページから<br>ゲームを再開してください。,网络连接出现问题，无法显示任务结果页面。<br>您已正常获得经验值与任务奖励。<br><br>请返回主页重新进入游戏。
通信の処理中です。,数据处理中。
通信中...,连接中…
通信処理を行っています。<br>アイテムは、処理が完了すると<br>プレゼントリストへ贈られます。<br>少し待ってから、プレゼントリストを<br>確認してください。,正在连接。系统将在处理成功后将该道具发往您的礼物列表。请稍后收取。
通信処理中,连接中
通知設定,通知设置
連携確認,绑定确认
連携設定,绑定设置
連続攻撃確率DOWN,连续攻击概率DOWN
進行中のクエストから撤退し、<br>探索を終了しました。,从进行中的任务中撤退，结束探索。
進行中のクエストから撤退しました。,已从当前任务撤退
進行中のクエストから撤退しました。<br><br>未クリアクエストのため、<br>AP%sが返却されました。<br><br>AP: %s→<span class='txt-after-ap'>%s</span>,已从当前任务中撤退。<br><br>任务失败，返还%sAP。
進行中のクエストから離脱しました。,已离开当前任务
進行中のクエストがあります。<br>島を移動するには<br>進行中のクエストから撤退する必要があります。<br><br>クエストから撤退しますか？,您有进行中的任务。前往其他岛屿需要先从当前任务中撤退。<br><br>是否撤退？
進行中のクエストがあります。<br>島を移動する場合はクエストから撤退し<br>途中経過を破棄する必要があります。,您有进行中的任务。前往其他岛屿会自动从任务中撤退。
進行中のマルチバトルがあるので実行できません。,您有进行中的多人战斗，无法开始此任务。
達成報酬,达成奖励
選択された召喚石は保護中のため、<br>ベースとして選択できません。<br><br>保護を外した状態で再度選択してください。,该召唤石在保护中，无法选择。请取消保护后重试。
選択された武器は保護中のため、<br>ベースとして選択できません。<br><br>保護を外した状態で再度選択してください。,该武器已被保护，无法选择。请取消保护后重试。
選択された武器は保護中のため、<br>ベースとして選択できません。<br><br>保護を外しますか？,该武器已被保护，无法选择。<br><br>是否取消保护？
選択された武器は保護中のため、<br>素材として選択できません。<br><br>保護を外した状態で再度選択してください。,该武器已被保护，无法作为素材。请取消保护后重试。
選択された武器は装備中のため、<br>ベースとして選択できません。<br><br>装備を外した状態で選択してください。,该武器在队伍中，无法选择。请解除装备后重试。
選択された武器は装備中のため、<br>素材として選択できません。<br><br>装備を外した状態で選択してください。,该武器在队伍中，无法作为素材。请解除装备后重试。
選択したPOSEによって、バトルのアニメーションや一部エフェクトが変化します。一部特殊な演出のアビリティ使用時はPOSEが反映されない場合があります。,不同的POSE有不同的战斗动画及效果。个别使用特殊动画的技能不会反应您选择的POSE。
選択したPOSEによって、バトルリザルト画面でのリミットボーナスクラス上昇時の演出が連動して変化します。,战斗结果页面的LB级别上升动画按照设置POSE显示。
選択したPOSEによって、バトル中のボイスが変化する場合があります。「バトル中キャラクター」の設定によっては奥義などの演出とボイスが一致しない場合があります。,不同的POSE可能有不同的战斗语音。语音可能与「战斗」一栏所设置的奥义动画不匹配。
選択した倉庫内がいっぱいのため<br>移動できません。,该仓库已满，转移失败。
選択した倉庫内がいっぱいのため、<br>移動できません。,该仓库已满，转移失败
選択中,选择中
選択中のパーティにGuestキャラが編成されているため、このクエストを開始することができません。<br><br>進行中のクエストをクリアまたは撤退することで、開始できるようになります。,该队伍含有Guest人物，无法开始任务。<br><br>请完成进行中的任务或者撤退后开始。
銃,铳
閉じる,关闭
開始ボタンでクエストを開始します。,请按开始键开始任务。
開始条件を満たしていないため<br>このクエストを開始することが出来ません。,未满足开始条件，无法开始任务。
闇,暗
闇/光/風/土/水/火,暗/光/风/土/水/火
闇属性固定召喚石,暗属性支援召唤石
集めた宝晶石で<br>便利なアイテムをゲットです～,用宝晶石购买便利的道具~
離脱,离开
離脱する,离开
離脱確認,离开确认
難易度EXTREMEが解放されました。,EXTREME难度解放。
難易度EXTREMEは、難易度HARDの<br>各ポイントをすべて踏破すると挑戦可能に<br>なります。,EXTREME难度将在HARD难度各路线通关后开启。
難易度HARDが解放されました。,HARD难度解放。
難易度HARDは、難易度NORMALの<br>各ポイントをすべて踏破すると挑戦可能に<br>なります。,HARD难度将在NORMAL难度各路线通关后开启。
難易度「%s1」のクエストを<br>開始しているため<br>難易度「%s2」のクエストを<br>開始することが出来ません。<br><br>制限は毎日AM5:00にリセットされます。,您已进行了「%s1」难度的当前任务，无法再进行「%s2」难度。<br><br>限制将于每天AM5：00重置（GMT+9）。
静かにプレイ,默默肝耘
順番変更,变更顺序
風,风
風属性固定召喚石,风属性支援召唤石
騎空団,骑空团
騎空団 団員リスト,骑空团 团员列表
騎空団%sからのスカウトがあります。,骑空团%s向你发出邀请。
騎空団NEWS,骑空团新闻
騎空団TOP,骑空团主页
騎空団とは？,关于骑空团
騎空団にスカウト,邀请入团
騎空団に入団申請が来ています。,有未处理的骑空团入团申请。
騎空団の名称を変更しました。,骑空团名称已变更。
騎空団の強化はメインクエスト第4章クリア後から<br>「騎空団」に入団することで設定が可能です。,骑空团强化功能将在主线剧情第4章通关、加入「騎空団」后开启。
騎空団の解散,解散骑空团
騎空団を利用するには、<br>第4章 をクリアする必要があります。,骑空团功能将在第4章通关后解放。
騎空団イベント戦績,骑空团活动战绩
騎空団サポート,骑空团支援效果
騎空団サポートが発動しました。,骑空团支援效果已发动
騎空団サポート一覧,骑空团支援效果一览
騎空団サポート発動中,骑空团支援效果发动中
騎空団スカウト受理,接受骑空团邀请
騎空団チャット,骑空团聊天室
騎空団ランキング,骑空团排行榜
騎空団公開設定,骑空团公开设置
騎空団名が入力されていません。<br>騎空団名を入力してください。,骑空团名为空。<br>请输入骑空团名。
騎空団名は10文字以内で入力してください。,请输入10字以内的骑空团名。
騎空団名変更,骑空团名变更
騎空団名称変更完了,变更骑空团名称成功
騎空団員限定,仅骑空团员
騎空団団員リスト（任命）,骑空团团员列表（任命）
騎空団団員リスト（解雇）,骑空团团员列表（解雇）
騎空団情報,骑空团情报
騎空団検索リスト,骑空团成员检索
騎空団検索画面に戻る,返回骑空团搜索页
騎空団申請,骑空团申请
騎空団申請不可,无法申请
騎空団申請取り下げ,取消申请
騎空団管理,骑空团管理
騎空団紹介文を変更しました。,骑空团介绍文已变更
騎空団紹介文変更完了,编辑骑空团介绍文成功
騎空団結成,创建骑空团
騎空艇,骑空艇
騎空艇の自動強化,骑空艇自动强化
騎空艇の購入,购买骑空艇
騎空艇パーツ,骑空艇部件
騎空艇リスト,骑空艇列表
騎空艇強化,骑空团强化
騎空艇詳細,骑空艇详情
（所持数　%s）,（持有数　%s）
ＨＰ:低,HP：低
ＨＰ:低い順,HP从低到高
ＨＰ:高,HP：高
ＨＰ:高い順,HP:从高到低
Ｌｖ:低,LV：低
Ｌｖ:低い順,LV：从低到高
Ｌｖ:高い順,LV：从高到低
